"Code";"Name";"total in square km;2021;[km2]";
3009063;"Kłodawa (3)";129;
3009064;"Kłodawa - urban area (4)";4;
3009065;"Kłodawa - rural area (5)";125;
3009072;"Koło (2)";103;
3009082;"Kościelec (2)";105;
3009092;"Olszówka (2)";82;
3009102;"Osiek Mały (2)";87;
3009113;"Przedecz (3)";76;
3009114;"Przedecz - urban area (4)";3;
3009115;"Przedecz - rural area (5)";73;
3010000;"Powiat koniński";1578;
3010013;"Golina (3)";99;
3010014;"Golina - urban area (4)";4;
3010015;"Golina - rural area (5)";95;
3010022;"Grodziec (2)";118;
3010032;"Kazimierz Biskupi (2)";108;
3010043;"Kleczew (3)";110;
3010044;"Kleczew - urban area (4)";8;
3010045;"Kleczew - rural area (5)";102;
3010052;"Kramsk (2)";132;
3010062;"Krzymów (2)";92;
3010073;"Rychwał (3)";118;
3010074;"Rychwał - urban area (4)";10;
3010075;"Rychwał - rural area (5)";108;
3010082;"Rzgów (2)";105;
3010092;"Skulsk (2)";85;
3010103;"Sompolno (3)";137;
3010104;"Sompolno - urban area (4)";6;
3010105;"Sompolno - rural area (5)";131;
3010112;"Stare Miasto (2)";98;
3010123;"Ślesin (3)";146;
3010124;"Ślesin - urban area (4)";7;
3010125;"Ślesin - rural area (5)";139;
3010132;"Wierzbinek (2)";147;
3010142;"Wilczyn (2)";83;
3011000;"Powiat kościański";722;
3011011;"Kościan (1)";9;
3011023;"Czempiń (3)";142;
3011024;"Czempiń - urban area (4)";3;
3011025;"Czempiń - rural area (5)";139;
3011032;"Kościan (2)";202;
3011043;"Krzywiń (3)";179;
3011044;"Krzywiń - urban area (4)";2;
3011045;"Krzywiń - rural area (5)";177;
3011053;"Śmigiel (3)";190;
3011054;"Śmigiel - urban area (4)";5;
3011055;"Śmigiel - rural area (5)";185;
3012000;"Powiat krotoszyński";714;
3012011;"Sulmierzyce (1)";29;
3012023;"Kobylin (3)";112;
3012024;"Kobylin - urban area (4)";5;
3012025;"Kobylin - rural area (5)";107;
3012033;"Koźmin Wielkopolski (3)";152;
3012034;"Koźmin Wielkopolski - urban area (4)";6;
3012035;"Koźmin Wielkopolski - rural area (5)";146;
3012043;"Krotoszyn (3)";256;
3012044;"Krotoszyn - urban area (4)";23;
3012045;"Krotoszyn - rural area (5)";233;
3012052;"Rozdrażew (2)";80;
3012063;"Zduny (3)";85;
3012064;"Zduny - urban area (4)";6;
3012065;"Zduny - rural area (5)";79;
3013000;"Powiat leszczyński";806;
3013012;"Krzemieniewo (2)";113;
3013022;"Lipno (2)";104;
3013033;"Osieczna (3)";129;
3013034;"Osieczna - urban area (4)";5;
3013035;"Osieczna - rural area (5)";124;
3013043;"Rydzyna (3)";136;
3013044;"Rydzyna - urban area (4)";2;
3013045;"Rydzyna - rural area (5)";134;
3013052;"Święciechowa (2)";134;
3013062;"Wijewo (2)";62;
3013072;"Włoszakowice (2)";128;
3014000;"Powiat międzychodzki";736;
3014012;"Chrzypsko Wielkie (2)";85;
3014022;"Kwilcz (2)";141;
3014033;"Międzychód (3)";307;
3014034;"Międzychód - urban area (4)";7;
3014035;"Międzychód - rural area (5)";300;
3014043;"Sieraków (3)";203;
3014044;"Sieraków - urban area (4)";14;
3014045;"Sieraków - rural area (5)";189;
3015000;"Powiat nowotomyski";1014;
3015012;"Kuślin (2)";106;
3015023;"Lwówek (3)";184;
3015024;"Lwówek - urban area (4)";3;
3015025;"Lwówek - rural area (5)";181;
3015032;"Miedzichowo (2)";209;
3015043;"Nowy Tomyśl (3)";186;
3015044;"Nowy Tomyśl - urban area (4)";5;
3015045;"Nowy Tomyśl - rural area (5)";181;
3015053;"Opalenica (3)";149;
3015054;"Opalenica - urban area (4)";6;
3015055;"Opalenica - rural area (5)";143;
3015063;"Zbąszyń (3)";180;
3015064;"Zbąszyń - urban area (4)";5;
3015065;"Zbąszyń - rural area (5)";175;
3016000;"Powiat obornicki";711;
3016013;"Oborniki (3)";340;
3016014;"Oborniki - urban area (4)";14;
3016015;"Oborniki - rural area (5)";326;
3016023;"Rogoźno (3)";216;
3016024;"Rogoźno - urban area (4)";11;
3016025;"Rogoźno - rural area (5)";205;
3016032;"Ryczywół (2)";155;
3017000;"Powiat ostrowski";1160;
3017011;"Ostrów Wielkopolski (1)";42;
3017023;"Nowe Skalmierzyce (3)";125;
3017024;"Nowe Skalmierzyce - urban area (4)";1;
3017025;"Nowe Skalmierzyce - rural area (5)";124;
3017033;"Odolanów (3)";136;
3017034;"Odolanów - urban area (4)";5;
3017035;"Odolanów - rural area (5)";131;
3017042;"Ostrów Wielkopolski (2)";208;
3017052;"Przygodzice (2)";163;
3017063;"Raszków (3)";135;
3017064;"Raszków - urban area (4)";2;
3017065;"Raszków - rural area (5)";133;
3017072;"Sieroszewice (2)";163;
3017082;"Sośnie (2)";188;
3018000;"Powiat ostrzeszowski";773;
3018012;"Czajków (2)";71;
3018022;"Doruchów (2)";99;
3018033;"Grabów nad Prosną (3)";124;
3018034;"Grabów nad Prosną - urban area (4)";3;
3018035;"Grabów nad Prosną - rural area (5)";121;
3018042;"Kobyla Góra (2)";130;
3018052;"Kraszewice (2)";75;
3018063;"Mikstat (3)";87;
3018064;"Mikstat - urban area (4)";3;
3018065;"Mikstat - rural area (5)";84;
3018073;"Ostrzeszów (3)";187;
3018074;"Ostrzeszów - urban area (4)";12;
3018075;"Ostrzeszów - rural area (5)";175;
3019000;"Powiat pilski";1268;
3019011;"Piła (1)";103;
3019022;"Białośliwie (2)";76;
3019032;"Kaczory (2)";151;
3019043;"Łobżenica (3)";191;
3019044;"Łobżenica - urban area (4)";3;
3019045;"Łobżenica - rural area (5)";188;
3019052;"Miasteczko Krajeńskie (2)";71;
3019062;"Szydłowo (2)";266;
3019073;"Ujście (3)";128;
3019074;"Ujście - urban area (4)";6;
3019075;"Ujście - rural area (5)";122;
3019083;"Wyrzysk (3)";159;
3019084;"Wyrzysk - urban area (4)";4;
3019085;"Wyrzysk - rural area (5)";155;
3019093;"Wysoka (3)";123;
3019094;"Wysoka - urban area (4)";5;
3019095;"Wysoka - rural area (5)";118;
3020000;"Powiat pleszewski";713;
3020013;"Chocz (3)";74;
3020014;"Chocz - urban area (4)";7;
3020015;"Chocz - rural area (5)";67;
3020022;"Czermin (2)";98;
3020033;"Dobrzyca (3)";117;
3020034;"Dobrzyca - urban area (4)";20;
3020035;"Dobrzyca - rural area (5)";97;
3020042;"Gizałki (2)";108;
3020052;"Gołuchów (2)";136;
3020063;"Pleszew (3)";180;
3020064;"Pleszew - urban area (4)";13;
3020065;"Pleszew - rural area (5)";167;
3021000;"Powiat poznański";1900;
3021011;"Luboń (1)";14;
3021021;"Puszczykowo (1)";16;
3021033;"Buk (3)";91;
3021034;"Buk - urban area (4)";3;
3021035;"Buk - rural area (5)";88;
3021042;"Czerwonak (2)";82;
3021052;"Dopiewo (2)";108;
3021062;"Kleszczewo (2)";74;
3021072;"Komorniki (2)";66;
3021083;"Kostrzyn (3)";155;
3021084;"Kostrzyn - urban area (4)";8;
3021085;"Kostrzyn - rural area (5)";147;
3021093;"Kórnik (3)";186;
3021094;"Kórnik - urban area (4)";6;
3021095;"Kórnik - rural area (5)";180;
3021103;"Mosina (3)";172;
3021104;"Mosina - urban area (4)";14;
3021105;"Mosina - rural area (5)";158;
3021113;"Murowana Goślina (3)";172;
3021114;"Murowana Goślina - urban area (4)";9;
3021115;"Murowana Goślina - rural area (5)";163;
3021123;"Pobiedziska (3)";189;
3021124;"Pobiedziska - urban area (4)";10;
3021125;"Pobiedziska - rural area (5)";179;
3021132;"Rokietnica (2)";79;
3021143;"Stęszew (3)";175;
3021144;"Stęszew - urban area (4)";6;
3021145;"Stęszew - rural area (5)";169;
3021152;"Suchy Las (2)";117;
3021163;"Swarzędz (3)";102;
3021164;"Swarzędz - urban area (4)";9;
3021165;"Swarzędz - rural area (5)";93;
3021172;"Tarnowo Podgórne (2)";102;
3022000;"Powiat rawicki";554;
3022013;"Bojanowo (3)";124;
3022014;"Bojanowo - urban area (4)";2;
3022015;"Bojanowo - rural area (5)";122;
3022023;"Jutrosin (3)";115;
3022024;"Jutrosin - urban area (4)";2;
3022025;"Jutrosin - rural area (5)";113;
3022033;"Miejska Górka (3)";103;
3022034;"Miejska Górka - urban area (4)";3;
3022035;"Miejska Górka - rural area (5)";100;
3022042;"Pakosław (2)";78;
3022053;"Rawicz (3)";134;
3022054;"Rawicz - urban area (4)";9;
3022055;"Rawicz - rural area (5)";125;
3023000;"Powiat słupecki";838;
3023011;"Słupca (1)";10;
3023022;"Lądek (2)";99;
3023032;"Orchowo (2)";98;
3023042;"Ostrowite (2)";104;
3023052;"Powidz (2)";81;
3023062;"Słupca (2)";144;
3023072;"Strzałkowo (2)";142;
3023083;"Zagórów (3)";160;
3023084;"Zagórów - urban area (4)";4;
3023085;"Zagórów - rural area (5)";156;
3024000;"Powiat szamotulski";1119;
3024011;"Obrzycko (1)";4;
3024022;"Duszniki (2)";155;
3024032;"Kaźmierz (2)";128;
3024042;"Obrzycko (2)";111;
3024053;"Ostroróg (3)";85;
3024054;"Ostroróg - urban area (4)";1;
3024055;"Ostroróg - rural area (5)";84;
3024063;"Pniewy (3)";158;
3024064;"Pniewy - urban area (4)";9;
3024065;"Pniewy - rural area (5)";149;
3024073;"Szamotuły (3)";176;
3024074;"Szamotuły - urban area (4)";11;
3024075;"Szamotuły - rural area (5)";165;
3024083;"Wronki (3)";302;
3024084;"Wronki - urban area (4)";6;
3024085;"Wronki - rural area (5)";296;
3025000;"Powiat średzki";624;
3025012;"Dominowo (2)";79;
3025022;"Krzykosy (2)";111;
3025032;"Nowe Miasto nad Wartą (2)";120;
3025043;"Środa Wielkopolska (3)";207;
3025044;"Środa Wielkopolska - urban area (4)";22;
3025045;"Środa Wielkopolska - rural area (5)";185;
3025052;"Zaniemyśl (2)";107;
3026000;"Powiat śremski";574;
3026012;"Brodnica (2)";96;
3026023;"Dolsk (3)";124;
3026024;"Dolsk - urban area (4)";6;
3026025;"Dolsk - rural area (5)";118;
3026033;"Książ Wielkopolski (3)";148;
3026034;"Książ Wielkopolski - urban area (4)";2;
3026035;"Książ Wielkopolski - rural area (5)";146;
3026043;"Śrem (3)";206;
3026044;"Śrem - urban area (4)";12;
3026045;"Śrem - rural area (5)";194;
3027000;"Powiat turecki";929;
3027011;"Turek (1)";16;
3027022;"Brudzew (2)";112;
3027033;"Dobra (3)";132;
3027034;"Dobra - urban area (4)";2;
3027035;"Dobra - rural area (5)";130;
3027042;"Kawęczyn (2)";101;
3027052;"Malanów (2)";107;
3027062;"Przykona (2)";111;
3027073;"Tuliszków (3)";150;
3027074;"Tuliszków - urban area (4)";7;
3027075;"Tuliszków - rural area (5)";143;
3027082;"Turek (2)";109;
3027092;"Władysławów (2)";91;
3028000;"Powiat wągrowiecki";1040;
3028011;"Wągrowiec (1)";18;
3028022;"Damasławek (2)";105;
3028033;"Gołańcz (3)";192;
3028034;"Gołańcz - urban area (4)";13;
3028035;"Gołańcz - rural area (5)";179;
3028042;"Mieścisko (2)";135;
3028053;"Skoki (3)";198;
3028054;"Skoki - urban area (4)";11;
3028055;"Skoki - rural area (5)";187;
3028062;"Wapno (2)";44;
3028072;"Wągrowiec (2)";348;
3029000;"Powiat wolsztyński";680;
3029012;"Przemęt (2)";225;
3029022;"Siedlec (2)";205;
3029033;"Wolsztyn (3)";250;
3029034;"Wolsztyn - urban area (4)";5;
3029035;"Wolsztyn - rural area (5)";245;
3030000;"Powiat wrzesiński";704;
3030012;"Kołaczkowo (2)";116;
3030023;"Miłosław (3)";132;
3030024;"Miłosław - urban area (4)";4;
3030025;"Miłosław - rural area (5)";128;
3030033;"Nekla (3)";96;
3030034;"Nekla - urban area (4)";20;
3030035;"Nekla - rural area (5)";76;
3030043;"Pyzdry (3)";138;
3030044;"Pyzdry - urban area (4)";12;
3030045;"Pyzdry - rural area (5)";126;
3030053;"Września (3)";222;
3030054;"Września - urban area (4)";13;
3030055;"Września - rural area (5)";209;
3031000;"Powiat złotowski";1660;
3031011;"Złotów (1)";12;
3031023;"Jastrowie (3)";353;
3031024;"Jastrowie - urban area (4)";72;
3031025;"Jastrowie - rural area (5)";281;
3031033;"Krajenka (3)";191;
3031034;"Krajenka - urban area (4)";4;
3031035;"Krajenka - rural area (5)";187;
3031042;"Lipka (2)";191;
3031053;"Okonek (3)";326;
3031054;"Okonek - urban area (4)";6;
3031055;"Okonek - rural area (5)";320;
3031062;"Tarnówka (2)";132;
3031072;"Zakrzewo (2)";162;
3031082;"Złotów (2)";293;
3061000;"City with powiat status Kalisz";69;
3061011;"Kalisz (1)";69;
3062000;"City with powiat status Konin";82;
3062011;"Konin (1)";82;
3063000;"City with powiat status Leszno";32;
3063011;"Leszno (1)";32;
3064000;"City with powiat status Poznań";262;
3064011;"Poznań (1)";262;
3200000;"ZACHODNIOPOMORSKIE";22905;
3201000;"Powiat białogardzki";845;
3201011;"Białogard (1)";26;
3201022;"Białogard (2)";328;
3201033;"Karlino (3)";141;
3201034;"Karlino - urban area (4)";9;
3201035;"Karlino - rural area (5)";132;
3201043;"Tychowo (3)";350;
3201044;"Tychowo - urban area (4)";4;
3201045;"Tychowo - rural area (5)";346;
3202000;"Powiat choszczeński";1328;
3202012;"Bierzwnik (2)";240;
3202023;"Choszczno (3)";246;
3202024;"Choszczno - urban area (4)";10;
3202025;"Choszczno - rural area (5)";236;
3202033;"Drawno (3)";321;
3202034;"Drawno - urban area (4)";5;
3202035;"Drawno - rural area (5)";316;
3202042;"Krzęcin (2)";140;
3202053;"Pełczyce (3)";201;
3202054;"Pełczyce - urban area (4)";13;
3202055;"Pełczyce - rural area (5)";188;
3202063;"Recz (3)";180;
3202064;"Recz - urban area (4)";12;
3202065;"Recz - rural area (5)";168;
3203000;"Powiat drawski";1764;
3203013;"Czaplinek (3)";365;
3203014;"Czaplinek - urban area (4)";14;
3203015;"Czaplinek - rural area (5)";351;
3203023;"Drawsko Pomorskie (3)";409;
3203024;"Drawsko Pomorskie - urban area (4)";22;
3203025;"Drawsko Pomorskie - rural area (5)";387;
3203033;"Kalisz Pomorski (3)";481;
3203034;"Kalisz Pomorski - urban area (4)";12;
3203035;"Kalisz Pomorski - rural area (5)";469;
3203052;"Wierzchowo (2)";229;
3203063;"Złocieniec (3)";280;
3203064;"Złocieniec - urban area (4)";32;
3203065;"Złocieniec - rural area (5)";248;
3204000;"Powiat goleniowski";1616;
3204023;"Goleniów (3)";443;
3204024;"Goleniów - urban area (4)";12;
3204025;"Goleniów - rural area (5)";431;
3204033;"Maszewo (3)";210;
3204034;"Maszewo - urban area (4)";6;
3204035;"Maszewo - rural area (5)";204;
3204043;"Nowogard (3)";339;
3204044;"Nowogard - urban area (4)";13;
3204045;"Nowogard - rural area (5)";326;
3204052;"Osina (2)";102;
3204062;"Przybiernów (2)";229;
3204073;"Stepnica (3)";293;
3204074;"Stepnica - urban area (4)";3;
3204075;"Stepnica - rural area (5)";290;
3205000;"Powiat gryficki";1021;
3205012;"Brojce (2)";118;
3205023;"Gryfice (3)";261;
3205024;"Gryfice - urban area (4)";12;
3205025;"Gryfice - rural area (5)";249;
3205032;"Karnice (2)";133;
3205043;"Płoty (3)";239;
3205044;"Płoty - urban area (4)";4;
3205045;"Płoty - rural area (5)";235;
3205072;"Rewal (2)";43;
3205083;"Trzebiatów (3)";227;
3205084;"Trzebiatów - urban area (4)";10;
3205085;"Trzebiatów - rural area (5)";217;
3206000;"Powiat gryfiński";1870;
3206012;"Banie (2)";206;
3206023;"Cedynia (3)";181;
3206024;"Cedynia - urban area (4)";2;
3206025;"Cedynia - rural area (5)";179;
3206033;"Chojna (3)";332;
3206034;"Chojna - urban area (4)";12;
3206035;"Chojna - rural area (5)";320;
3206043;"Gryfino (3)";254;
3206044;"Gryfino - urban area (4)";12;
3206045;"Gryfino - rural area (5)";242;
3206053;"Mieszkowice (3)";239;
3206054;"Mieszkowice - urban area (4)";5;
3206055;"Mieszkowice - rural area (5)";234;
3206063;"Moryń (3)";125;
3206064;"Moryń - urban area (4)";6;
3206065;"Moryń - rural area (5)";119;
3206072;"Stare Czarnowo (2)";153;
3206083;"Trzcińsko-Zdrój (3)";170;
3206084;"Trzcińsko-Zdrój - urban area (4)";2;
3206085;"Trzcińsko-Zdrój - rural area (5)";168;
3206092;"Widuchowa (2)";210;
3207000;"Powiat kamieński";1007;
3207013;"Dziwnów (3)";40;
3207014;"Dziwnów - urban area (4)";7;
3207015;"Dziwnów - rural area (5)";33;
3207023;"Golczewo (3)";175;
3207024;"Golczewo - urban area (4)";7;
3207025;"Golczewo - rural area (5)";168;
3207033;"Kamień Pomorski (3)";209;
3207034;"Kamień Pomorski - urban area (4)";11;
3207035;"Kamień Pomorski - rural area (5)";198;
3207043;"Międzyzdroje (3)";116;
3207044;"Międzyzdroje - urban area (4)";5;
3207045;"Międzyzdroje - rural area (5)";111;
3207052;"Świerzno (2)";140;
3207063;"Wolin (3)";327;
3207064;"Wolin - urban area (4)";14;
3207065;"Wolin - rural area (5)";313;
3208000;"Powiat kołobrzeski";725;
3208011;"Kołobrzeg (1)";26;
3208022;"Dygowo (2)";129;
3208033;"Gościno (3)";116;
3208034;"Gościno - urban area (4)";6;
3208035;"Gościno - rural area (5)";110;
3208042;"Kołobrzeg (2)";144;
3208052;"Rymań (2)";146;
3208062;"Siemyśl (2)";107;
3208072;"Ustronie Morskie (2)";57;
3209000;"Powiat koszaliński";1653;
3209012;"Będzino (2)";166;
3209022;"Biesiekierz (2)";116;
3209033;"Bobolice (3)";368;
3209034;"Bobolice - urban area (4)";5;
3209035;"Bobolice - rural area (5)";363;
3209042;"Manowo (2)";188;
3209053;"Mielno (3)";62;
3209054;"Mielno - urban area (4)";33;
3209055;"Mielno - rural area (5)";29;
3209063;"Polanów (3)";393;
3209064;"Polanów - urban area (4)";7;
3209065;"Polanów - rural area (5)";386;
3209073;"Sianów (3)";227;
3209074;"Sianów - urban area (4)";16;
3209075;"Sianów - rural area (5)";211;
3209082;"Świeszyno (2)";133;
3210000;"Powiat myśliborski";1182;
3210013;"Barlinek (3)";259;
3210014;"Barlinek - urban area (4)";18;
3210015;"Barlinek - rural area (5)";241;
3210022;"Boleszkowice (2)";130;
3210033;"Dębno (3)";318;
3210034;"Dębno - urban area (4)";20;
3210035;"Dębno - rural area (5)";298;
3210043;"Myślibórz (3)";329;
3210044;"Myślibórz - urban area (4)";15;
3210045;"Myślibórz - rural area (5)";314;
3210052;"Nowogródek Pomorski (2)";146;
3211000;"Powiat policki";665;
3211012;"Dobra (Szczecińska) (2)";110;
3211022;"Kołbaskowo (2)";105;
3211033;"Nowe Warpno (3)";198;
3211034;"Nowe Warpno - urban area (4)";25;
3211035;"Nowe Warpno - rural area (5)";173;
3211043;"Police (3)";252;
3211044;"Police - urban area (4)";37;
3211045;"Police - rural area (5)";215;
3212000;"Powiat pyrzycki";726;
3212012;"Bielice (2)";84;
3212022;"Kozielice (2)";95;
3212033;"Lipiany (3)";95;
3212034;"Lipiany - urban area (4)";6;
3212035;"Lipiany - rural area (5)";89;
3212042;"Przelewice (2)";162;
3212053;"Pyrzyce (3)";204;
3212054;"Pyrzyce - urban area (4)";39;
3212055;"Pyrzyce - rural area (5)";165;
3212062;"Warnice (2)";86;
3213000;"Powiat sławieński";1043;
3213011;"Darłowo (1)";20;
3213021;"Sławno (1)";16;
3213032;"Darłowo (2)";269;
3213042;"Malechowo (2)";227;
3213052;"Postomino (2)";227;
3213062;"Sławno (2)";284;
3214000;"Powiat stargardzki";1520;
3214011;"Stargard (1)";48;
3214023;"Chociwel (3)";161;
3214024;"Chociwel - urban area (4)";4;
3214025;"Chociwel - rural area (5)";157;
3214033;"Dobrzany (3)";135;
3214034;"Dobrzany - urban area (4)";5;
3214035;"Dobrzany - rural area (5)";130;
3214042;"Dolice (2)";237;
3214053;"Ińsko (3)";151;
3214054;"Ińsko - urban area (4)";7;
3214055;"Ińsko - rural area (5)";144;
3214062;"Kobylanka (2)";122;
3214082;"Marianowo (2)";102;
3214092;"Stara Dąbrowa (2)";113;
3214102;"Stargard (2)";318;
3214113;"Suchań (3)";133;
3214114;"Suchań - urban area (4)";4;
3214115;"Suchań - rural area (5)";129;
3215000;"Powiat szczecinecki";1766;
3215011;"Szczecinek (1)";48;
3215023;"Barwice (3)";259;
3215024;"Barwice - urban area (4)";8;
3215025;"Barwice - rural area (5)";251;
3215033;"Biały Bór (3)";270;
3215034;"Biały Bór - urban area (4)";13;
3215035;"Biały Bór - rural area (5)";257;
3215043;"Borne Sulinowo (3)";484;
3215044;"Borne Sulinowo - urban area (4)";18;
3215045;"Borne Sulinowo - rural area (5)";466;
3215052;"Grzmiąca (2)";205;
3215062;"Szczecinek (2)";500;
3216000;"Powiat świdwiński";1093;
3216011;"Świdwin (1)";22;
3216022;"Brzeżno (2)";111;
3216033;"Połczyn-Zdrój (3)";344;
3216034;"Połczyn-Zdrój - urban area (4)";8;
3216035;"Połczyn-Zdrój - rural area (5)";336;
3216042;"Rąbino (2)";180;
3216052;"Sławoborze (2)";189;
3216062;"Świdwin (2)";247;
3217000;"Powiat wałecki";1415;
3217011;"Wałcz (1)";38;
3217023;"Człopa (3)";349;
3217024;"Człopa - urban area (4)";6;
3217025;"Człopa - rural area (5)";343;
3217033;"Mirosławiec (3)";203;
3217034;"Mirosławiec - urban area (4)";2;
3217035;"Mirosławiec - rural area (5)";201;
3217043;"Tuczno (3)";250;
3217044;"Tuczno - urban area (4)";9;
3217045;"Tuczno - rural area (5)";241;
3217052;"Wałcz (2)";575;
3218000;"Powiat łobeski";1065;
3218013;"Dobra (3)";116;
3218014;"Dobra - urban area (4)";2;
3218015;"Dobra - rural area (5)";114;
3218023;"Łobez (3)";227;
3218024;"Łobez - urban area (4)";13;
3218025;"Łobez - rural area (5)";214;
3218032;"Radowo Małe (2)";181;
3218043;"Resko (3)";285;
3218044;"Resko - urban area (4)";4;
3218045;"Resko - rural area (5)";281;
3218053;"Węgorzyno (3)";256;
3218054;"Węgorzyno - urban area (4)";7;
3218055;"Węgorzyno - rural area (5)";249;
3261000;"City with powiat status Koszalin";98;
3261011;"Koszalin (1)";98;
3262000;"City with powiat status Szczecin";301;
3262011;"Szczecin (1)";301;
3263000;"City with powiat status Świnoujście";202;
3263011;"Świnoujście (1)";202;
