"Code";"Name";"total;dwellings;2021;[-]";
2211024;"Jastarnia - urban area (4)";936;
2211025;"Jastarnia - rural area (5)";847;
2211031;"Puck (1)";4422;
2211043;"Władysławowo (3)";7069;
2211044;"Władysławowo - urban area (4)";4439;
2211045;"Władysławowo - rural area (5)";2630;
2211052;"Kosakowo (2)";7749;
2211062;"Krokowa (2)";3745;
2211072;"Puck (2)";7471;
2212000;"Powiat słupski";35464;
2212011;"Ustka (1)";7693;
2212022;"Damnica (2)";1771;
2212032;"Dębnica Kaszubska (2)";3043;
2212042;"Główczyce (2)";2610;
2212053;"Kępice (3)";3021;
2212054;"Kępice - urban area (4)";1344;
2212055;"Kępice - rural area (5)";1677;
2212062;"Kobylnica (2)";4752;
2212072;"Potęgowo (2)";2004;
2212082;"Redzikowo (2)";6481;
2212092;"Smołdzino (2)";1152;
2212102;"Ustka (2)";2937;
2213000;"Powiat starogardzki";42327;
2213013;"Czarna Woda (3)";1096;
2213014;"Czarna Woda - urban area (4)";963;
2213015;"Czarna Woda - rural area (5)";133;
2213021;"Skórcz (1)";1131;
2213031;"Starogard Gdański (1)";17658;
2213042;"Bobowo (2)";808;
2213052;"Kaliska (2)";1602;
2213062;"Lubichowo (2)";2263;
2213072;"Osieczna (2)";907;
2213082;"Osiek (2)";1111;
2213093;"Skarszewy (3)";4719;
2213094;"Skarszewy - urban area (4)";2371;
2213095;"Skarszewy - rural area (5)";2348;
2213102;"Skórcz (2)";1246;
2213112;"Smętowo Graniczne (2)";1447;
2213122;"Starogard Gdański (2)";4669;
2213132;"Zblewo (2)";3670;
2214000;"Powiat tczewski";40359;
2214011;"Tczew (1)";23808;
2214023;"Gniew (3)";4714;
2214024;"Gniew - urban area (4)";2381;
2214025;"Gniew - rural area (5)";2333;
2214032;"Morzeszczyn (2)";1031;
2214043;"Pelplin (3)";4683;
2214044;"Pelplin - urban area (4)";2628;
2214045;"Pelplin - rural area (5)";2055;
2214052;"Subkowy (2)";1466;
2214062;"Tczew (2)";4657;
2215000;"Powiat wejherowski";79076;
2215011;"Reda (1)";10978;
2215021;"Rumia (1)";20999;
2215031;"Wejherowo (1)";19316;
2215042;"Choczewo (2)";1923;
2215052;"Gniewino (2)";2097;
2215062;"Linia (2)";1708;
2215072;"Luzino (2)";4617;
2215082;"Łęczyce (2)";3112;
2215092;"Szemud (2)";5665;
2215102;"Wejherowo (2)";8661;
2216000;"Powiat sztumski";13320;
2216013;"Dzierzgoń (3)";2980;
2216014;"Dzierzgoń - urban area (4)";1843;
2216015;"Dzierzgoń - rural area (5)";1137;
2216022;"Mikołajki Pomorskie (2)";1020;
2216032;"Stary Dzierzgoń (2)";1198;
2216042;"Stary Targ (2)";1834;
2216053;"Sztum (3)";6288;
2216054;"Sztum - urban area (4)";3716;
2216055;"Sztum - rural area (5)";2572;
2261000;"City with powiat status Gdańsk";249820;
2261011;"Gdańsk (1)";249820;
2262000;"City with powiat status Gdynia";119637;
2262011;"Gdynia (1)";119637;
2263000;"City with powiat status Słupsk";41040;
2263011;"Słupsk (1)";41040;
2264000;"City with powiat status Sopot";19505;
2264011;"Sopot (1)";19505;
2400000;"ŚLĄSKIE";1825580;
2401000;"Powiat będziński";62934;
2401011;"Będzin (1)";25378;
2401021;"Czeladź (1)";14610;
2401031;"Wojkowice (1)";3682;
2401042;"Bobrowniki (2)";4159;
2401052;"Mierzęcice (2)";2758;
2401062;"Psary (2)";4770;
2401073;"Siewierz (3)";5046;
2401074;"Siewierz - urban area (4)";2552;
2401075;"Siewierz - rural area (5)";2494;
2401081;"Sławków (1)";2531;
2402000;"Powiat bielski";54480;
2402011;"Szczyrk (1)";2242;
2402022;"Bestwina (2)";3245;
2402032;"Buczkowice (2)";3429;
2402043;"Czechowice-Dziedzice (3)";16538;
2402044;"Czechowice-Dziedzice - urban area (4)";13700;
2402045;"Czechowice-Dziedzice - rural area (5)";2838;
2402052;"Jasienica (2)";7899;
2402062;"Jaworze (2)";2511;
2402072;"Kozy (2)";3615;
2402082;"Porąbka (2)";4456;
2402093;"Wilamowice (3)";5626;
2402094;"Wilamowice - urban area (4)";1038;
2402095;"Wilamowice - rural area (5)";4588;
2402102;"Wilkowice (2)";4919;
2403000;"Powiat cieszyński";64954;
2403011;"Cieszyn (1)";13752;
2403021;"Ustroń (1)";7689;
2403031;"Wisła (1)";5344;
2403042;"Brenna (2)";5096;
2403052;"Chybie (2)";2683;
2403062;"Dębowiec (2)";1871;
2403072;"Goleszów (2)";4435;
2403082;"Hażlach (2)";3496;
2403092;"Istebna (2)";3973;
2403103;"Skoczów (3)";8663;
2403104;"Skoczów - urban area (4)";5153;
2403105;"Skoczów - rural area (5)";3510;
2403113;"Strumień (3)";4223;
2403114;"Strumień - urban area (4)";1253;
2403115;"Strumień - rural area (5)";2970;
2403122;"Zebrzydowice (2)";3729;
2404000;"Powiat częstochowski";47558;
2404013;"Blachownia (3)";4883;
2404014;"Blachownia - urban area (4)";3705;
2404015;"Blachownia - rural area (5)";1178;
2404022;"Dąbrowa Zielona (2)";1487;
2404032;"Janów (2)";2462;
2404042;"Kamienica Polska (2)";1959;
2404052;"Kłomnice (2)";4757;
2404063;"Koniecpol (3)";3603;
2404064;"Koniecpol - urban area (4)";2302;
2404065;"Koniecpol - rural area (5)";1301;
2404072;"Konopiska (2)";3386;
2404082;"Kruszyna (2)";1725;
2404092;"Lelów (2)";1903;
2404102;"Mstów (2)";3572;
2404112;"Mykanów (2)";4848;
2404122;"Olsztyn (2)";2862;
2404132;"Poczesna (2)";4204;
2404142;"Przyrów (2)";1549;
2404152;"Rędziny (2)";3361;
2404162;"Starcza (2)";997;
2405000;"Powiat gliwicki";40627;
2405011;"Knurów (1)";14922;
2405021;"Pyskowice (1)";7240;
2405032;"Gierałtowice (2)";3538;
2405042;"Pilchowice (2)";3611;
2405052;"Rudziniec (2)";3631;
2405063;"Sośnicowice (3)";2758;
2405064;"Sośnicowice - urban area (4)";615;
2405065;"Sośnicowice - rural area (5)";2143;
2405073;"Toszek (3)";3218;
2405074;"Toszek - urban area (4)";1341;
2405075;"Toszek - rural area (5)";1877;
2405082;"Wielowieś (2)";1709;
2406000;"Powiat kłobucki";27371;
2406013;"Kłobuck (3)";6823;
2406014;"Kłobuck - urban area (4)";4614;
2406015;"Kłobuck - rural area (5)";2209;
2406023;"Krzepice (3)";2871;
2406024;"Krzepice - urban area (4)";1505;
2406025;"Krzepice - rural area (5)";1366;
2406032;"Lipie (2)";2056;
2406042;"Miedźno (2)";2222;
2406052;"Opatów (2)";1856;
2406062;"Panki (2)";1688;
2406072;"Popów (2)";1951;
2406082;"Przystajń (2)";2069;
2406092;"Wręczyca Wielka (2)";5835;
2407000;"Powiat lubliniecki";25518;
2407011;"Lubliniec (1)";9232;
2407022;"Boronów (2)";1042;
2407032;"Ciasna (2)";2266;
2407042;"Herby (2)";2324;
2407052;"Kochanowice (2)";1996;
2407062;"Koszęcin (2)";3819;
2407072;"Pawonków (2)";1864;
2407083;"Woźniki (3)";2975;
2407084;"Woźniki - urban area (4)";1356;
2407085;"Woźniki - rural area (5)";1619;
2408000;"Powiat mikołowski";36454;
2408011;"Łaziska Górne (1)";8439;
2408021;"Mikołów (1)";16884;
2408031;"Orzesze (1)";6248;
2408042;"Ornontowice (2)";1950;
2408052;"Wyry (2)";2933;
2409000;"Powiat myszkowski";26347;
2409011;"Myszków (1)";12143;
2409023;"Koziegłowy (3)";5290;
2409024;"Koziegłowy - urban area (4)";962;
2409025;"Koziegłowy - rural area (5)";4328;
2409032;"Niegowa (2)";1669;
2409042;"Poraj (2)";4163;
2409053;"Żarki (3)";3082;
2409054;"Żarki - urban area (4)";1605;
2409055;"Żarki - rural area (5)";1477;
2410000;"Powiat pszczyński";34370;
2410012;"Goczałkowice-Zdrój (2)";2147;
2410022;"Kobiór (2)";1794;
2410032;"Miedźna (2)";5002;
2410042;"Pawłowice (2)";5268;
2410053;"Pszczyna (3)";16657;
2410054;"Pszczyna - urban area (4)";9440;
2410055;"Pszczyna - rural area (5)";7217;
2410062;"Suszec (2)";3502;
2411000;"Powiat raciborski";36816;
2411011;"Racibórz (1)";21074;
2411022;"Kornowac (2)";1460;
2411033;"Krzanowice (3)";1695;
2411034;"Krzanowice - urban area (4)";646;
2411035;"Krzanowice - rural area (5)";1049;
2411042;"Krzyżanowice (2)";3181;
2411053;"Kuźnia Raciborska (3)";3696;
2411054;"Kuźnia Raciborska - urban area (4)";1780;
2411055;"Kuźnia Raciborska - rural area (5)";1916;
2411062;"Nędza (2)";2074;
2411072;"Pietrowice Wielkie (2)";2045;
2411082;"Rudnik (2)";1591;
2412000;"Powiat rybnicki";24723;
2412013;"Czerwionka-Leszczyny (3)";14560;
2412014;"Czerwionka-Leszczyny - urban area (4)";10484;
2412015;"Czerwionka-Leszczyny - rural area (5)";4076;
2412022;"Gaszowice (2)";2825;
2412032;"Jejkowice (2)";1062;
2412042;"Lyski (2)";2722;
2412052;"Świerklany (2)";3554;
2413000;"Powiat tarnogórski";51578;
2413011;"Kalety (1)";3202;
2413021;"Miasteczko Śląskie (1)";2476;
2413031;"Radzionków (1)";5959;
2413041;"Tarnowskie Góry (1)";24892;
2413052;"Krupski Młyn (2)";1240;
2413062;"Ożarowice (2)";1835;
2413072;"Świerklaniec (2)";4007;
2413082;"Tworóg (2)";2723;
2413092;"Zbrosławice (2)";5244;
2414000;"Powiat bieruńsko-lędziński";19016;
2414011;"Bieruń (1)";6182;
2414021;"Imielin (1)";3377;
2414031;"Lędziny (1)";5427;
2414042;"Bojszowy (2)";2139;
2414052;"Chełm Śląski (2)";1891;
2415000;"Powiat wodzisławski";50261;
2415011;"Pszów (1)";4522;
2415021;"Radlin (1)";5815;
2415031;"Rydułtowy (1)";7113;
2415041;"Wodzisław Śląski (1)";17262;
2415052;"Godów (2)";4118;
2415062;"Gorzyce (2)";5790;
2415072;"Lubomia (2)";2118;
2415082;"Marklowice (2)";1416;
2415092;"Mszana (2)";2107;
2416000;"Powiat zawierciański";48249;
2416011;"Poręba (1)";3629;
2416021;"Zawiercie (1)";21495;
2416032;"Irządze (2)";963;
2416042;"Kroczyce (2)";2101;
2416053;"Łazy (3)";6801;
2416054;"Łazy - urban area (4)";2894;
2416055;"Łazy - rural area (5)";3907;
2416063;"Ogrodzieniec (3)";3539;
2416064;"Ogrodzieniec - urban area (4)";1754;
2416065;"Ogrodzieniec - rural area (5)";1785;
2416073;"Pilica (3)";3020;
2416074;"Pilica - urban area (4)";759;
2416075;"Pilica - rural area (5)";2261;
2416083;"Szczekociny (3)";3258;
2416084;"Szczekociny - urban area (4)";1586;
2416085;"Szczekociny - rural area (5)";1672;
2416092;"Włodowice (2)";2002;
2416102;"Żarnowiec (2)";1441;
2417000;"Powiat żywiecki";53426;
2417011;"Żywiec (1)";12217;
2417022;"Czernichów (2)";2565;
2417032;"Gilowice (2)";1997;
2417042;"Jeleśnia (2)";4580;
2417052;"Koszarawa (2)";1064;
2417062;"Lipowa (2)";3549;
2417072;"Łękawica (2)";1510;
2417082;"Łodygowice (2)";4749;
2417092;"Milówka (2)";3439;
2417102;"Radziechowy-Wieprz (2)";3764;
2417112;"Rajcza (2)";3459;
2417122;"Ślemień (2)";1240;
2417132;"Świnna (2)";2612;
2417142;"Ujsoły (2)";1886;
2417152;"Węgierska Górka (2)";4795;
2461000;"City with powiat status Bielsko-Biała";75140;
2461011;"Bielsko-Biała (1)";75140;
2462000;"City with powiat status Bytom";74157;
2462011;"Bytom (1)";74157;
2463000;"City with powiat status Chorzów";54085;
2463011;"Chorzów (1)";54085;
2464000;"City with powiat status Częstochowa";100253;
2464011;"Częstochowa (1)";100253;
2465000;"City with powiat status Dąbrowa Górnicza";51419;
2465011;"Dąbrowa Górnicza (1)";51419;
2466000;"City with powiat status Gliwice";81651;
2466011;"Gliwice (1)";81651;
2467000;"City with powiat status Jastrzębie-Zdrój";32761;
2467011;"Jastrzębie-Zdrój (1)";32761;
2468000;"City with powiat status Jaworzno";36464;
2468011;"Jaworzno (1)";36464;
2469000;"City with powiat status Katowice";154471;
2469011;"Katowice (1)";154471;
2470000;"City with powiat status Mysłowice";30285;
2470011;"Mysłowice (1)";30285;
2471000;"City with powiat status Piekary Śląskie";22799;
2471011;"Piekary Śląskie (1)";22799;
2472000;"City with powiat status Ruda Śląska";60737;
2472011;"Ruda Śląska (1)";60737;
2473000;"City with powiat status Rybnik";52016;
2473011;"Rybnik (1)";52016;
2474000;"City with powiat status Siemianowice Śląskie";31669;
2474011;"Siemianowice Śląskie (1)";31669;
2475000;"City with powiat status Sosnowiec";93494;
2475011;"Sosnowiec (1)";93494;
2476000;"City with powiat status Świętochłowice";23045;
2476011;"Świętochłowice (1)";23045;
2477000;"City with powiat status Tychy";52686;
2477011;"Tychy (1)";52686;
2478000;"City with powiat status Zabrze";71177;
2478011;"Zabrze (1)";71177;
2479000;"City with powiat status Żory";22589;
2479011;"Żory (1)";22589;
2600000;"ŚWIĘTOKRZYSKIE";455180;
2601000;"Powiat buski";25418;
2601013;"Busko-Zdrój (3)";12084;
2601014;"Busko-Zdrój - urban area (4)";6639;
2601015;"Busko-Zdrój - rural area (5)";5445;
2601022;"Gnojno (2)";1413;
2601033;"Nowy Korczyn (3)";2100;
2601034;"Nowy Korczyn - urban area (4)";378;
2601035;"Nowy Korczyn - rural area (5)";1722;
2601043;"Pacanów (3)";2546;
2601044;"Pacanów - urban area (4)";399;
2601045;"Pacanów - rural area (5)";2147;
2601052;"Solec-Zdrój (2)";1703;
2601063;"Stopnica (3)";2535;
2601064;"Stopnica - urban area (4)";457;
2601065;"Stopnica - rural area (5)";2078;
2601072;"Tuczępy (2)";1179;
2601083;"Wiślica (3)";1858;
2601084;"Wiślica - urban area (4)";213;
2601085;"Wiślica - rural area (5)";1645;
2602000;"Powiat jędrzejowski";30416;
2602012;"Imielno (2)";1571;
2602023;"Jędrzejów (3)";10257;
2602024;"Jędrzejów - urban area (4)";6197;
2602025;"Jędrzejów - rural area (5)";4060;
2602033;"Małogoszcz (3)";3721;
2602034;"Małogoszcz - urban area (4)";1381;
2602035;"Małogoszcz - rural area (5)";2340;
2602042;"Nagłowice (2)";1728;
2602052;"Oksa (2)";1643;
2602063;"Sędziszów (3)";4720;
2602064;"Sędziszów - urban area (4)";2377;
2602065;"Sędziszów - rural area (5)";2343;
2602072;"Słupia (2)";1442;
2602082;"Sobków (2)";2703;
2602093;"Wodzisław (3)";2631;
2602094;"Wodzisław - urban area (4)";473;
2602095;"Wodzisław - rural area (5)";2158;
2603000;"Powiat kazimierski";10929;
2603012;"Bejsce (2)";1293;
2603022;"Czarnocin (2)";1236;
2603033;"Kazimierza Wielka (3)";5192;
2603034;"Kazimierza Wielka - urban area (4)";2008;
2603035;"Kazimierza Wielka - rural area (5)";3184;
2603043;"Opatowiec (3)";1286;
2603044;"Opatowiec - urban area (4)";172;
2603045;"Opatowiec - rural area (5)";1114;
2603053;"Skalbmierz (3)";1922;
2603054;"Skalbmierz - urban area (4)";440;
2603055;"Skalbmierz - rural area (5)";1482;
2604000;"Powiat kielecki";63795;
2604012;"Bieliny (2)";2511;
2604023;"Bodzentyn (3)";3484;
2604024;"Bodzentyn - urban area (4)";835;
2604025;"Bodzentyn - rural area (5)";2649;
2604033;"Chęciny (3)";4843;
2604034;"Chęciny - urban area (4)";1524;
2604035;"Chęciny - rural area (5)";3319;
2604043;"Chmielnik (3)";3834;
2604044;"Chmielnik - urban area (4)";1557;
2604045;"Chmielnik - rural area (5)";2277;
2604053;"Daleszyce (3)";5162;
2604054;"Daleszyce - urban area (4)";984;
2604055;"Daleszyce - rural area (5)";4178;
2604062;"Górno (2)";3649;
2604073;"Łagów (3)";2039;
2604074;"Łagów - urban area (4)";522;
2604075;"Łagów - rural area (5)";1517;
2604082;"Łopuszno (2)";2396;
2604092;"Masłów (2)";3545;
2604102;"Miedziana Góra (2)";3342;
2604112;"Mniów (2)";2500;
2604123;"Morawica (3)";5362;
2604124;"Morawica - urban area (4)";566;
2604125;"Morawica - rural area (5)";4796;
2604133;"Nowa Słupia (3)";2898;
2604134;"Nowa Słupia - urban area (4)";481;
2604135;"Nowa Słupia - rural area (5)";2417;
2604142;"Piekoszów (2)";4754;
2604153;"Pierzchnica (3)";1654;
2604154;"Pierzchnica - urban area (4)";372;
2604155;"Pierzchnica - rural area (5)";1282;
2604162;"Raków (2)";2099;
2604172;"Nowiny (2)";2705;
2604182;"Strawczyn (2)";3029;
2604192;"Zagnańsk (2)";3989;
2605000;"Powiat konecki";29999;
2605012;"Fałków (2)";1688;
2605022;"Gowarczów (2)";1681;
2605033;"Końskie (3)";13458;
2605034;"Końskie - urban area (4)";7867;
2605035;"Końskie - rural area (5)";5591;
2605043;"Radoszyce (3)";2871;
2605044;"Radoszyce - urban area (4)";1019;
2605045;"Radoszyce - rural area (5)";1852;
2605052;"Ruda Maleniecka (2)";1452;
2605062;"Słupia Konecka (2)";1086;
2605072;"Smyków (2)";1293;
2605083;"Stąporków (3)";6470;
2605084;"Stąporków - urban area (4)";2098;
2605085;"Stąporków - rural area (5)";4372;
2606000;"Powiat opatowski";18451;
2606012;"Baćkowice (2)";1479;
2606022;"Iwaniska (2)";2070;
2606032;"Lipnik (2)";1713;
2606043;"Opatów (3)";4312;
2606044;"Opatów - urban area (4)";2584;
2606045;"Opatów - rural area (5)";1728;
2606053;"Ożarów (3)";4015;
2606054;"Ożarów - urban area (4)";1751;
2606055;"Ożarów - rural area (5)";2264;
2606062;"Sadowie (2)";1390;
2606072;"Tarłów (2)";2044;
2606082;"Wojciechowice (2)";1428;
2607000;"Powiat ostrowiecki";41209;
2607011;"Ostrowiec Świętokrzyski (1)";27742;
2607022;"Bałtów (2)";1191;
2607032;"Bodzechów (2)";4462;
2607043;"Ćmielów (3)";2746;
2607044;"Ćmielów - urban area (4)";1155;
2607045;"Ćmielów - rural area (5)";1591;
2607053;"Kunów (3)";3219;
2607054;"Kunów - urban area (4)";1020;
2607055;"Kunów - rural area (5)";2199;
2607062;"Waśniów (2)";1849;
2608000;"Powiat pińczowski";14692;
2608013;"Działoszyce (3)";2166;
2608014;"Działoszyce - urban area (4)";440;
2608015;"Działoszyce - rural area (5)";1726;
2608022;"Kije (2)";1717;
2608032;"Michałów (2)";1670;
2608043;"Pińczów (3)";7607;
2608044;"Pińczów - urban area (4)";4178;
2608045;"Pińczów - rural area (5)";3429;
2608052;"Złota (2)";1532;
2609000;"Powiat sandomierski";26096;
2609011;"Sandomierz (1)";9413;
2609022;"Dwikozy (2)";2870;
2609033;"Klimontów (3)";2457;
2609034;"Klimontów - urban area (4)";645;
2609035;"Klimontów - rural area (5)";1812;
2609043;"Koprzywnica (3)";1996;
2609044;"Koprzywnica - urban area (4)";815;
2609045;"Koprzywnica - rural area (5)";1181;
2609052;"Łoniów (2)";2114;
2609062;"Obrazów (2)";1930;
2609072;"Samborzec (2)";2505;
2609082;"Wilczyce (2)";1155;
2609093;"Zawichost (3)";1656;
2609094;"Zawichost - urban area (4)";709;
2609095;"Zawichost - rural area (5)";947;
2610000;"Powiat skarżyski";30176;
2610011;"Skarżysko-Kamienna (1)";19802;
2610022;"Bliżyn (2)";2935;
2610032;"Łączna (2)";1631;
2610042;"Skarżysko Kościelne (2)";1889;
2610053;"Suchedniów (3)";3919;
2610054;"Suchedniów - urban area (4)";3262;
2610055;"Suchedniów - rural area (5)";657;
2611000;"Powiat starachowicki";32924;
2611011;"Starachowice (1)";20630;
2611022;"Brody (2)";3402;
2611032;"Mirzec (2)";2301;
2611042;"Pawłów (2)";4022;
2611053;"Wąchock (3)";2569;
2611054;"Wąchock - urban area (4)";1131;
2611055;"Wąchock - rural area (5)";1438;
2612000;"Powiat staszowski";24358;
2612012;"Bogoria (2)";2390;
2612022;"Łubnice (2)";1426;
2612033;"Oleśnica (3)";1243;
2612034;"Oleśnica - urban area (4)";618;
2612035;"Oleśnica - rural area (5)";625;
2612043;"Osiek (3)";2372;
2612044;"Osiek - urban area (4)";642;
2612045;"Osiek - rural area (5)";1730;
2612053;"Połaniec (3)";4110;
2612054;"Połaniec - urban area (4)";3021;
2612055;"Połaniec - rural area (5)";1089;
2612062;"Rytwiany (2)";2120;
2612073;"Staszów (3)";9007;
2612074;"Staszów - urban area (4)";5547;
2612075;"Staszów - rural area (5)";3460;
2612083;"Szydłów (3)";1690;
2612084;"Szydłów - urban area (4)";395;
2612085;"Szydłów - rural area (5)";1295;
2613000;"Powiat włoszczowski";16711;
2613012;"Kluczewsko (2)";1803;
2613022;"Krasocin (2)";3460;
2613032;"Moskorzew (2)";1048;
2613042;"Radków (2)";1104;
2613052;"Secemin (2)";1939;
2613063;"Włoszczowa (3)";7357;
2613064;"Włoszczowa - urban area (4)";4107;
2613065;"Włoszczowa - rural area (5)";3250;
2661000;"City with powiat status Kielce";90006;
2661011;"Kielce (1)";90006;
2800000;"WARMIŃSKO-MAZURSKIE";534573;
2801000;"Powiat bartoszycki";20866;
2801011;"Bartoszyce (1)";9255;
2801021;"Górowo Iławeckie (1)";1564;
2801032;"Bartoszyce (2)";3517;
2801043;"Bisztynek (3)";2175;
2801044;"Bisztynek - urban area (4)";806;
2801045;"Bisztynek - rural area (5)";1369;
2801052;"Górowo Iławeckie (2)";2188;
2801063;"Sępopol (3)";2167;
2801064;"Sępopol - urban area (4)";743;
2801065;"Sępopol - rural area (5)";1424;
2802000;"Powiat braniewski";14464;
2802011;"Braniewo (1)";6517;
2802022;"Braniewo (2)";1839;
2802033;"Frombork (3)";1284;
2802034;"Frombork - urban area (4)";870;
2802035;"Frombork - rural area (5)";414;
2802042;"Lelkowo (2)";1012;
2802053;"Pieniężno (3)";2061;
2802054;"Pieniężno - urban area (4)";1000;
2802055;"Pieniężno - rural area (5)";1061;
2802062;"Płoskinia (2)";811;
2802072;"Wilczęta (2)";940;
2803000;"Powiat działdowski";22245;
2803011;"Działdowo (1)";8264;
2803022;"Działdowo (2)";3123;
2803032;"Iłowo-Osada (2)";2302;
2803043;"Lidzbark (3)";4835;
2803044;"Lidzbark - urban area (4)";2949;
2803045;"Lidzbark - rural area (5)";1886;
2803052;"Płośnica (2)";1646;
2803062;"Rybno (2)";2075;
2804000;"Powiat elbląski";18633;
2804012;"Elbląg (2)";2299;
2804022;"Godkowo (2)";1020;
2804032;"Gronowo Elbląskie (2)";1508;
2804042;"Markusy (2)";1143;
2804052;"Milejewo (2)";1021;
2804063;"Młynary (3)";1418;
2804064;"Młynary - urban area (4)";610;
2804065;"Młynary - rural area (5)";808;
2804073;"Pasłęk (3)";6948;
2804074;"Pasłęk - urban area (4)";4758;
2804075;"Pasłęk - rural area (5)";2190;
2804082;"Rychliki (2)";1191;
2804093;"Tolkmicko (3)";2085;
2804094;"Tolkmicko - urban area (4)";857;
2804095;"Tolkmicko - rural area (5)";1228;
2805000;"Powiat ełcki";34355;
2805011;"Ełk (1)";24668;
2805022;"Ełk (2)";4097;
2805032;"Kalinowo (2)";2006;
2805042;"Prostki (2)";2243;
2805052;"Stare Juchy (2)";1341;
2806000;"Powiat giżycki";22301;
2806011;"Giżycko (1)";12607;
2806042;"Giżycko (2)";3068;
2806052;"Kruklanki (2)";1051;
2806062;"Miłki (2)";1345;
2806083;"Ryn (3)";2123;
2806084;"Ryn - urban area (4)";1116;
2806085;"Ryn - rural area (5)";1007;
2806102;"Wydminy (2)";2107;
2807000;"Powiat iławski";32275;
2807011;"Iława (1)";13780;
2807021;"Lubawa (1)";4235;
2807032;"Iława (2)";3753;
2807043;"Kisielice (3)";1745;
2807044;"Kisielice - urban area (4)";719;
2807045;"Kisielice - rural area (5)";1026;
2807052;"Lubawa (2)";2880;
2807063;"Susz (3)";3760;
2807064;"Susz - urban area (4)";1804;
2807065;"Susz - rural area (5)";1956;
2807073;"Zalewo (3)";2122;
2807074;"Zalewo - urban area (4)";697;
2807075;"Zalewo - rural area (5)";1425;
2808000;"Powiat kętrzyński";23739;
2808011;"Kętrzyn (1)";11218;
2808022;"Barciany (2)";2205;
2808032;"Kętrzyn (2)";2704;
2808043;"Korsze (3)";3458;
2808044;"Korsze - urban area (4)";1631;
2808045;"Korsze - rural area (5)";1827;
2808053;"Reszel (3)";2789;
2808054;"Reszel - urban area (4)";1780;
2808055;"Reszel - rural area (5)";1009;
2808062;"Srokowo (2)";1365;
2809000;"Powiat lidzbarski";15201;
2809011;"Lidzbark Warmiński (1)";6524;
2809022;"Kiwity (2)";994;
2809032;"Lidzbark Warmiński (2)";2143;
2809042;"Lubomino (2)";1084;
2809053;"Orneta (3)";4456;
2809054;"Orneta - urban area (4)";3426;
2809055;"Orneta - rural area (5)";1030;
2810000;"Powiat mrągowski";18440;
2810011;"Mrągowo (1)";8885;
2810023;"Mikołajki (3)";2918;
2810024;"Mikołajki - urban area (4)";1470;
2810025;"Mikołajki - rural area (5)";1448;
2810032;"Mrągowo (2)";2702;
2810042;"Piecki (2)";2467;
2810052;"Sorkwity (2)";1468;
2811000;"Powiat nidzicki";10940;
2811012;"Janowiec Kościelny (2)";918;
2811022;"Janowo (2)";920;
2811032;"Kozłowo (2)";1721;
2811043;"Nidzica (3)";7381;
2811044;"Nidzica - urban area (4)";5029;
2811045;"Nidzica - rural area (5)";2352;
2812000;"Powiat nowomiejski";14085;
2812011;"Nowe Miasto Lubawskie (1)";4109;
2812022;"Biskupiec (2)";2898;
2812032;"Grodziczno (2)";1759;
2812042;"Kurzętnik (2)";2668;
2812052;"Bratian (2)";2651;
2813000;"Powiat olecki";12169;
2813032;"Kowale Oleckie (2)";1632;
2813043;"Olecko (3)";8173;
2813044;"Olecko - urban area (4)";6475;
2813045;"Olecko - rural area (5)";1698;
2813052;"Świętajno (2)";1344;
2813062;"Wieliczki (2)";1020;
2814000;"Powiat olsztyński";46203;
2814013;"Barczewo (3)";6341;
2814014;"Barczewo - urban area (4)";2803;
2814015;"Barczewo - rural area (5)";3538;
2814023;"Biskupiec (3)";6805;
2814024;"Biskupiec - urban area (4)";4271;
2814025;"Biskupiec - rural area (5)";2534;
2814033;"Dobre Miasto (3)";5497;
2814034;"Dobre Miasto - urban area (4)";3685;
2814035;"Dobre Miasto - rural area (5)";1812;
2814042;"Dywity (2)";4669;
2814052;"Gietrzwałd (2)";2346;
2814063;"Jeziorany (3)";2438;
2814064;"Jeziorany - urban area (4)";1074;
2814065;"Jeziorany - rural area (5)";1364;
2814072;"Jonkowo (2)";2347;
2814082;"Kolno (2)";1073;
2814093;"Olsztynek (3)";4562;
2814094;"Olsztynek - urban area (4)";2654;
2814095;"Olsztynek - rural area (5)";1908;
2814102;"Purda (2)";2910;
2814112;"Stawiguda (2)";6017;
2814122;"Świątki (2)";1198;
2815000;"Powiat ostródzki";37322;
2815011;"Ostróda (1)";13546;
2815022;"Dąbrówno (2)";1336;
2815032;"Grunwald (2)";1641;
2815042;"Łukta (2)";1470;
2815052;"Małdyty (2)";2000;
2815063;"Miłakowo (3)";1784;
2815064;"Miłakowo - urban area (4)";934;
2815065;"Miłakowo - rural area (5)";850;
2815073;"Miłomłyn (3)";1777;
2815074;"Miłomłyn - urban area (4)";865;
2815075;"Miłomłyn - rural area (5)";912;
2815083;"Morąg (3)";8575;
2815084;"Morąg - urban area (4)";5438;
2815085;"Morąg - rural area (5)";3137;
2815092;"Ostróda (2)";5193;
2816000;"Powiat piski";19450;
2816013;"Biała Piska (3)";3691;
2816014;"Biała Piska - urban area (4)";1403;
2816015;"Biała Piska - rural area (5)";2288;
2816023;"Orzysz (3)";3472;
2816024;"Orzysz - urban area (4)";2242;
2816025;"Orzysz - rural area (5)";1230;
2816033;"Pisz (3)";9182;
2816034;"Pisz - urban area (4)";6602;
2816035;"Pisz - rural area (5)";2580;
2816043;"Ruciane-Nida (3)";3105;
